Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
139372,1.886426046,-0.779312246,0.357091049,0.675719933,-1.45770668,-0.326514978,-1.192824004,0.199516755,1.799345529,0.049980391,-1.245973131,-0.582248733,-1.455082755,-0.115370204,1.091612398,0.876577849,-0.654047841,0.614992076,-0.571331265,-0.23639336,0.217536877,0.671932756,0.232259779,0.034657137,-0.575911465,0.330870795,0.009752286,-0.028418391,37.9,0
139372,1.635076319,-1.085629248,-0.534701007,0.485131705,-1.11244926,-0.75370666,-0.397691999,-0.099021949,1.219434624,0.003749283,-0.976669923,-0.336684407,-0.8951184,0.183548539,1.019719724,0.605826997,-0.568114029,0.22892029,-0.436335498,0.139140546,0.282886422,0.466753638,0.036245703,0.07914337,-0.460989759,0.632186181,-0.079390267,-0.016913418,201,0
139372,2.296579495,-1.586868975,-2.35178943,-2.604366384,1.17588547,3.429416009,-1.635632634,0.800972991,-1.402685382,1.598325243,-0.219574455,-0.722842596,0.313656912,-0.207321616,0.186471624,-0.709364815,0.435399485,-0.289080958,-0.256616302,-0.37422479,-0.173025201,-0.070651459,0.272543707,0.686638134,-0.126418765,-0.139768477,0.02960656,-0.058601784,10,0
139372,2.042091833,0.226242786,-1.792343027,0.334332956,0.448552077,-0.998665194,0.220540045,-0.277508276,0.222191811,-0.326864975,1.211542254,1.108580599,0.835490265,-0.724531905,0.125109941,0.451063667,-0.020011675,0.992257237,-0.027686736,-0.134267001,0.234816368,0.867435457,-0.080711608,-0.376061382,0.296062684,-0.103758059,-0.000472451,-0.043081092,1.09,0
139373,1.906390296,-0.648028926,-0.802924916,0.012650351,-0.237944192,0.28857104,-0.598733174,0.206897943,0.930776032,0.163970319,0.186382348,0.35441662,-0.751455381,0.285105506,0.01227145,0.870137842,-0.948405633,0.357393985,0.493567631,-0.073085939,-0.234970376,-0.819358812,0.348258335,0.055422693,-0.626073723,0.215379664,-0.065733745,-0.045175035,64.99,0
139373,-0.496299268,1.864761452,-1.557100466,-0.472347957,1.608077023,-0.898226833,0.587400709,-2.901607859,0.214495484,-1.3820058,-0.615708628,-0.527329601,0.196434289,-2.818656817,0.48294874,0.861532872,1.432418103,1.645342982,-0.668670959,-0.550982261,2.463365997,0.105761688,0.009862684,-0.900706497,-0.76980242,-0.291618233,0.265903002,0.120834119,1,0
139374,2.137198765,-0.062127547,-1.495352083,0.169862441,0.37975997,-0.61499502,0.173824243,-0.278595208,0.58523826,0.06983625,-1.639709282,0.192582169,0.428418981,0.17656983,0.095895714,0.189278049,-0.676398811,-0.553057957,0.536918728,-0.180675579,-0.355999763,-0.875146881,0.210241997,-0.998716086,-0.153192866,0.259868874,-0.070750553,-0.070226557,0.99,0
139374,1.681276942,-1.6676886,-2.937863029,-1.197877771,1.672774227,3.425923815,-0.592612502,0.677319507,-0.472060177,0.692684327,-0.278038521,0.034352005,0.174362182,0.463935345,0.812812412,-1.839405353,-0.251962591,1.277387281,-1.176302414,-0.072944755,0.095406566,0.283867553,-0.148247274,0.723896751,0.16532954,-0.024103428,-0.014012603,-0.017576098,250.5,0
139375,-1.554372148,-1.279075857,1.74198371,-1.873668404,0.035333681,-0.840101054,0.204181722,0.043451515,-0.886813975,-0.5950843,-1.128812004,-0.801355493,-0.236415583,-0.561684999,-0.94035527,1.066306073,0.217224962,-1.715138625,0.29205587,0.623274954,-0.039548927,-0.769200291,0.3569923,-0.151932836,0.491695704,-0.530403314,-0.073116775,0.081103867,178.49,0
139375,-0.961581603,0.336257967,0.608541379,-1.385450723,0.700855353,-0.63204526,0.353674905,0.095903993,0.524384673,-1.068900378,-1.673161537,0.715819974,1.65398722,-0.428927638,-0.308912582,0.890750456,-1.54678556,0.386583484,-1.427986094,-0.235338121,0.32270965,1.054857109,-0.061653772,-0.67497599,-0.521931075,-0.571067558,-0.174185326,-0.083210147,7.99,0
139376,-1.397932436,1.784807549,0.854459165,0.843881872,-0.722284189,-0.183819325,-0.415559388,0.938829845,-0.171072248,-0.169347143,-1.263720489,0.148411579,0.31500638,0.458498756,1.050317736,0.143141134,-0.075408935,0.608317965,0.193137026,0.027577339,0.314207287,0.908340744,-0.188183367,-0.089454029,0.075542517,-0.350383372,0.165698167,0.148723859,1,0
139376,-5.068414518,3.09809183,-2.960070209,-3.253477482,-2.911731365,-1.14823405,-2.740663237,3.849583897,0.707631325,-2.252948689,-0.490334988,2.413798502,-0.089869312,2.583448674,-0.802330183,1.268936521,0.386699356,0.591230477,-0.358292748,-0.893364828,0.203941048,-0.496849068,0.434290911,0.715304333,-0.255218746,-0.886762397,-1.017814831,-0.268288852,13.71,0
139379,-6.323820083,-0.498401645,-5.240446575,-2.224211738,0.556442665,0.00467146,1.631688933,-0.946379649,1.580517889,1.539964288,0.768984852,1.318468865,0.251625025,0.561595086,-0.761465649,-0.712163308,-0.206934748,-1.608355051,-1.294449299,-2.619698328,0.77939333,1.714477284,-0.099507534,-1.413056319,-1.170222292,0.333103761,-3.367540485,0.625955897,98,0
139379,0.08418957,0.936797322,-1.047571741,-0.847831937,1.205090634,-1.796995458,1.759360355,-0.586744025,-0.383406092,-0.518354221,-1.040703872,-0.516224088,-1.163218272,0.894627793,-0.39726105,-1.032600348,-0.072275385,-0.466537489,-0.058612356,-0.291452873,0.370763196,1.130068898,-0.446194199,0.05699771,0.446943139,0.378627233,-0.171083477,0.010320266,2.65,0
139379,2.199173888,-0.745487437,-1.84738412,-0.933162771,-0.146867083,-0.944113455,-0.118213713,-0.287304488,-0.710190475,0.990309435,0.505993925,-0.234658376,-0.771528485,0.367196928,-1.322818141,0.501190574,0.310091065,-1.276311235,1.231572031,-0.083334751,0.249034682,0.764829029,-0.054584098,-0.354175477,0.33368921,0.010614032,-0.065133944,-0.090680817,20,0
139381,-0.198346398,1.370819001,-2.642478276,-1.289199145,3.31034783,3.33137226,-0.576344,-1.59629159,-0.081477997,-1.684704015,0.811862947,-0.333502388,-0.542545193,-2.176636181,1.164782531,0.817646809,1.758200475,1.20883114,-1.234224629,-0.496492678,2.372403653,-0.587464402,-0.233472663,0.45600479,1.23325912,0.003671619,0.281960943,0.30358149,1,0
139381,1.873000111,-0.457325753,-0.948329168,0.444718428,-0.220760866,-0.361233622,-0.168408301,-0.042725069,0.558422408,0.230837111,0.5719505,0.821566046,-0.20437434,0.364929126,-0.340702393,0.329596539,-0.716950656,0.156412503,0.18537329,-0.088038844,0.037400113,0.08385214,0.121592682,-0.377849999,-0.234557691,0.226224865,-0.054272363,-0.056485468,70.85,0
139381,-5.748361375,-2.211936049,-0.804007203,-0.366210488,0.72802365,1.555045916,0.025838508,1.16510667,0.639002521,-0.008048322,0.522698451,0.846251756,-0.197765978,0.23252165,0.142991575,0.12630426,0.209457889,-1.27475193,-0.175073415,-1.048773972,-0.771936347,-1.108985907,0.394435079,-0.913286814,0.449787947,0.32993283,-0.754404927,1.427203634,70,0
139381,-2.300315255,-1.83780635,0.061647823,1.559390523,-2.69373241,1.422337478,4.561420883,-0.37923077,-0.994330773,-1.400641798,-1.07108883,-0.881163255,-0.660056402,0.470558943,0.721406316,-0.322860106,-0.064055842,0.524986224,0.400234737,2.323529666,0.657702716,0.062127762,2.079637685,-0.171240539,1.107857384,-0.382568874,-0.292174558,0.145876669,1081.5,0
139382,-11.05916581,-6.248047728,-2.228612064,-0.859962183,-0.323507344,0.04924085,2.317498761,-1.325280956,2.664009114,4.60945928,1.140803971,-0.444161426,0.469006406,-2.498978219,-0.266827488,2.216553649,-1.15362431,-1.73554071,1.413503826,-4.308061484,-2.898302808,-0.496889005,0.419183701,0.444313004,1.569428628,-0.54298217,-0.140952191,0.983700171,283.32,0
139382,2.051055508,-2.060054298,-0.387389661,-1.721713839,-1.662083463,0.589054915,-1.907686188,0.285414291,-0.72550464,1.644415127,-0.074892307,-0.744492092,-0.166044321,-0.535218085,-0.159858766,0.480038341,-0.224496849,1.234225759,0.083821974,-0.208474456,-0.044551526,0.064732336,0.20910778,0.040872911,-0.552907395,-0.252197107,0.03173509,-0.022784171,114.83,0
139382,-0.637197386,1.567300369,0.037675528,2.300314218,2.193393506,0.37161612,1.537702822,-0.171264948,-1.860827644,0.805393895,-2.052379747,-0.467795645,0.500448255,0.037891536,-1.959613367,0.538011888,-1.022537187,-0.598254255,-1.522513522,-0.311312632,0.058018825,0.176241562,-0.130707547,0.017070604,-0.01417064,-0.134772972,-0.122929714,0.163367275,0.76,0
139382,2.068534531,-0.034844432,-1.085362316,0.399386052,-0.095773257,-1.174481935,0.195346553,-0.341857798,0.516507472,0.068118412,-0.763121043,0.52135722,0.268498667,0.232946419,0.023128004,-0.096463299,-0.32154548,-0.873525012,0.168301201,-0.21183964,-0.291633421,-0.694071724,0.331079135,-0.018994491,-0.283280018,0.199198846,-0.069375589,-0.060302349,0.89,0
139382,2.196944933,-1.519317185,-1.063024684,-1.63911253,-1.16976076,-0.383311019,-1.138568062,-0.04525941,-1.412410938,1.746968015,0.599463745,-0.476296185,-0.340711998,-0.061971106,-0.80461241,-0.383194737,0.303892617,0.452698073,0.148384204,-0.379021345,-0.107060749,0.035193454,0.234710324,0.729544168,-0.219665401,-0.218199129,-0.01081387,-0.04943476,50,0
139383,2.070969362,-1.123519647,-0.586954174,-0.932172025,-1.012473961,-0.258795385,-1.051744019,0.016065863,-0.126147196,0.88417986,0.653355971,0.193211979,0.320449916,-0.322331952,-0.469153025,1.379169291,-0.183067939,-0.649782263,0.772869999,0.057163494,0.380230003,1.093745193,0.059167897,-0.352120359,-0.159228899,-0.085755168,0.004194605,-0.055915698,45,0
139383,-1.183134637,1.062546832,1.909004396,2.577869045,1.601438205,0.476208715,0.935452934,0.167206855,-2.035867755,0.340151186,-1.433305995,-0.252282711,0.755913411,-0.124179343,-0.970252853,1.093929175,-1.004922334,-0.66366893,-1.201817595,0.177599829,-0.444255696,-1.688006483,0.104140342,0.35922019,0.312697148,-0.527831284,-0.026618753,0.088975209,52.96,0
139383,1.887888599,-0.594143244,-0.653068107,0.469631528,-0.355691046,-0.001870695,-0.337550775,0.031713855,1.32729663,-0.216496255,-1.248951171,0.694484842,-0.045859232,-0.36557349,-1.015675107,-0.343929391,0.084730546,-1.178958524,0.565927736,-0.081224121,-0.544948492,-1.439689896,0.469025514,0.589911333,-0.579143331,0.078838592,-0.05010672,-0.033642763,65.3,0
139383,1.982285993,0.124852585,-1.550435018,1.302405781,0.366663625,-0.894607968,0.481715822,-0.227848046,0.069001504,0.453291028,0.652555519,0.57536066,-1.23789796,0.909238639,-1.129502818,-0.526770754,-0.296770878,-0.085715677,0.040505568,-0.35280767,0.096154219,0.431476214,0.008071766,-0.000553273,0.387686541,-0.509058221,-0.023779761,-0.073503455,6.99,0
139383,0.079908195,0.735628628,-0.058807054,-0.756305714,0.686802236,-0.6267194,0.915466115,-0.065376129,0.188632759,-0.38681501,-1.764356876,-0.741955366,-1.076486971,0.315005568,-0.166431222,0.12817266,-0.559678544,-0.43788667,0.138014969,-0.08767547,-0.31581041,-0.787880944,0.008340837,-0.81613723,-0.441949203,0.194528021,0.239706627,0.086883503,7.99,0
139384,-0.139039767,1.134339861,0.08949384,0.809699522,1.289834141,-0.307320887,1.338025922,-0.203433248,-1.1683844,-0.074174164,0.447435388,0.872128709,0.478134837,0.549293609,-1.059726871,-0.954642639,-0.203156412,0.150549265,1.212536822,0.012724327,0.193816022,0.751414572,-0.38869075,-0.353296278,0.150929201,-0.366010852,0.175895458,0.154161242,8.59,0
139384,-0.421809783,1.016568972,0.482667491,0.767416605,0.634795791,1.363799823,0.082009331,0.763514805,-0.285175877,-0.562213043,-0.659237142,1.146115494,0.649103155,0.030397176,-1.672047824,-0.336135203,-0.190036688,0.154247523,1.830121952,-0.059140518,-0.373281245,-0.962349833,0.108040572,-0.41138034,-0.653118994,-0.993117862,0.135570793,0.139299721,17.58,0
139384,-2.468231118,-2.299877429,-0.314932038,0.077886275,4.954142609,-3.205851584,-0.147002186,-0.398602958,-0.684336356,-0.097239089,-1.184237749,-0.347875156,-0.399889654,0.702559003,-0.440139102,-0.902977707,-0.303099226,-0.335262473,0.025783267,0.797020387,0.526498027,0.762857331,-0.051367387,0.663301354,0.971232797,0.672641929,-0.298031381,-0.067469176,0,0
139384,-0.545792797,1.711307419,-1.444194144,-0.297161946,0.648093002,-0.552463132,-0.061620901,-2.474027405,0.258271168,-0.588085227,-1.136262895,-0.004029725,0.428379512,-0.802992851,0.647081823,0.315332764,0.394394447,0.89562727,-0.025470224,-0.676891216,2.528714686,0.101244876,0.155919482,-0.757414983,-0.135716127,-0.129638373,-0.244031217,-0.265650163,3.5,0
139385,-0.333319376,0.983830609,0.074693021,0.699430863,1.50111351,-0.352569183,1.574491309,-0.518645339,-0.304638307,0.939112119,0.373640551,0.014838756,-0.857572191,0.284339441,-0.840597047,-1.057470006,-0.386930376,0.250409261,1.18353754,0.290050486,-0.010260918,0.681729134,-0.429406083,-0.460755183,0.028892487,-0.416198244,0.235424508,-0.156125368,20.16,0
139385,-0.630846606,1.563440578,-0.473437903,0.801796441,0.892510468,-0.372939273,0.989495667,0.222417542,-1.110397972,0.037299164,0.31244953,1.052542193,0.545179183,0.794666557,-1.108246945,-0.847951415,-0.05786664,0.170590044,1.162615453,-0.007688029,0.209584898,0.768399641,-0.290349375,-0.357172232,0.080014241,-0.38470627,0.184710262,0.163154042,8.59,0
139385,-1.305020324,0.606379155,0.179658979,0.325635234,0.526532492,0.228871474,-0.269363224,0.713320062,-1.789732657,-0.432625668,0.042129655,-0.533529858,-0.024971564,-1.76364563,0.193768744,-0.563560573,1.402164836,3.39870957,0.112004842,-0.020482539,-0.379167974,-0.80907874,-0.358260487,-1.351505561,0.661774301,-0.302505219,0.26282247,0.028554653,50,0
139385,-0.569945248,0.638935194,1.578159347,-0.746236828,0.068370386,0.660535576,-0.18967139,0.45566087,0.704442201,-1.24344065,-1.353294061,-0.78574071,-0.142740174,-1.819339086,0.980506151,1.371269745,-0.039280808,1.23132402,-0.560678562,0.183006532,0.031208988,0.210114432,-0.363667246,-0.050145782,0.502150972,0.678403092,0.199210144,0.040343545,22,0
139385,2.13835742,0.32485254,-2.860241935,0.113239518,1.284055928,-0.849569062,0.664673439,-0.314421382,-0.280147075,-0.069725646,0.764166354,0.196653737,-0.391326436,-0.214907629,-0.242335729,0.380325586,0.150352629,0.619568954,0.330127268,-0.160860822,0.063001251,0.234327585,-0.079991538,0.053562831,0.393150795,0.671555491,-0.117700184,-0.068578908,0.5,0
139385,-0.65219823,1.053491139,-0.383774508,-1.13250433,-0.456262936,-0.23836887,-0.499282671,1.0283719,-0.054826653,-1.419018375,0.849819124,0.768854997,-0.07415922,-0.681510012,-0.458152904,1.288917335,0.503695395,0.628248718,-0.062821203,-0.315561681,-0.049160153,-0.451353734,0.393312468,0.61759278,-1.345200092,0.705884608,-0.316815364,-0.006267382,25,0
139386,-0.7991852,-0.439141369,0.310174398,0.08465941,-0.095053493,-0.763925244,0.362715006,-0.041592951,0.848684944,-0.793498671,-0.6266391,0.261606246,0.88319039,-1.868259528,0.241042599,1.08435366,0.004340435,0.662415078,-0.879549693,-0.040340892,0.03759488,0.543113335,0.982850984,-0.049199263,-1.320857932,-0.028751862,0.451835314,0.21191311,147.96,0
139386,-1.687433747,-1.091791259,-2.620155595,0.020164872,1.694591813,-1.586651346,2.166495604,-0.466844316,-0.369636577,0.028417999,-1.381135137,-0.304613309,-0.216544981,0.784115813,-0.727968008,-0.559915844,-0.434171601,-0.29064391,-0.038035683,-0.416034824,0.30202874,1.754204895,1.801223981,0.639126222,-0.676754591,0.403158485,0.421620868,-0.154253807,235.33,0
139387,2.145062845,-1.404366364,-1.83765343,-2.041960238,0.112521776,1.013922751,-0.923644978,0.242113352,-1.96479601,1.684652058,1.207753752,-0.194271566,0.130433305,0.312028777,0.306938033,-1.231579923,0.940097935,-1.171906132,-0.792447677,-0.451506036,-0.191129277,-0.169361085,0.337953159,-0.780691269,-0.383425464,-0.244807134,0.014731987,-0.071500322,43,0
139388,-0.430283147,-0.354818085,-0.394184166,-3.559714082,2.098099021,3.473598008,-0.490557655,0.769649941,-2.857199829,0.967631856,-0.190518801,-1.440563072,0.182170277,-0.024021714,0.634983144,-0.94919945,0.50235417,0.135998708,0.064106476,-0.179820747,0.085195677,0.473760349,-0.506493907,0.72801452,0.854206211,0.285041589,-0.0939666,0.048884345,0.01,0
139388,-3.527053215,1.254963804,-1.411956447,0.364120322,-0.575760394,1.449987403,-3.516644844,-7.154468214,-0.2411848,-2.534244899,-2.075705724,1.778979787,0.426061137,1.027101968,-1.526701625,-0.169624939,0.730755743,0.087438948,0.330662548,0.692014936,-3.692215071,2.588275386,0.848036515,0.672033994,0.433469054,0.086460835,-0.042129928,-0.254416964,83.16,0
139389,-0.876148323,1.045461189,1.273239743,1.657454915,-1.067038902,1.262843177,0.58225238,-0.092461801,-0.133993349,1.008124873,0.89647551,0.433082546,0.74949076,-0.131164819,1.886320659,-0.122430944,-0.425483353,1.277919227,2.274460547,-0.025375785,0.15043742,0.838878312,-0.098471316,-0.385104503,-0.897053522,-0.470443553,-0.710263326,-0.30678636,175.75,0
139389,-0.670383283,0.635131537,-1.214194088,-1.053140321,-0.164772296,-1.260186025,1.83732216,-0.380914919,-2.343747789,0.113918288,-1.201244716,-0.224959996,0.608108229,0.801343142,-0.590561604,-2.368188144,0.406361942,0.80501888,-0.291246407,-0.529900648,0.050618631,0.588301226,-0.28695481,0.149322379,0.32289356,1.036557042,-0.141352036,0.016160434,183.29,0
139389,2.346905018,-1.264915077,-1.034899619,-1.568720809,-1.122434593,-0.790624056,-1.011732255,-0.268243203,-1.229191152,1.57664514,-1.286029826,-0.816409036,0.603102488,-0.437889963,-0.164641946,-0.582255424,0.42739948,-0.134499159,-0.049047619,-0.460328994,-0.196287503,0.015015382,0.197023322,-0.432444901,-0.11913927,-0.131627471,0.015176073,-0.058103923,1,0
139389,-0.375605522,0.381902858,-1.112772278,-1.407801358,2.114619932,3.682978975,-1.068105815,1.672360734,0.494910914,-1.071286831,-0.145859519,0.02012421,-0.067702235,-1.084142938,0.732981098,1.079438264,0.201322798,0.583754379,-0.910215571,0.017097408,0.084641955,0.167461999,0.279746677,0.608160411,-1.264997516,0.21038997,0.313512976,0.132549418,6.49,0
139390,-0.118767426,1.172649436,-1.366040361,-0.437573154,1.028407817,-0.960553675,0.880080619,-0.154239693,0.008484956,-0.648162445,-0.59829349,0.251771218,0.631102132,-1.226920047,-0.385085612,0.236707059,0.561099525,-0.270277151,-0.368339769,-0.295070226,-0.141494728,-0.308810172,0.294736385,0.517010514,-0.812814312,0.0746499,-0.643432683,-0.280403914,4.19,0
139390,-0.634640187,1.079253382,-0.783896589,-1.07811338,1.298701489,-1.668224918,2.034911305,-0.866867526,-0.091820149,0.224345675,-0.506535369,0.471640462,0.934657155,0.126739242,-0.178955455,-0.886528153,-0.549918389,-0.681515938,-0.226167381,0.119543102,0.194912304,1.049665688,-0.211244445,0.073216585,-0.25347045,0.039822835,0.049456259,0.234861318,39.78,0
139391,-1.12062941,-0.174761762,0.32268299,0.875530638,0.977491743,-0.049657336,-0.429062215,0.564914936,-1.213712976,-0.026823475,0.891325295,1.056818332,1.321359888,0.798958064,1.438267554,-0.311391865,0.174545313,0.256673466,3.142515641,0.687496743,-0.164091458,-1.069257473,0.28006857,0.23778369,-1.012134772,0.413144751,0.034420392,-0.081174926,40.97,0
139391,2.048182299,0.638385552,-2.351719703,0.774162428,0.583337057,-1.801964042,0.422012464,-0.450296863,0.406072883,-1.218897187,0.319023305,0.128245872,0.647174589,-2.667033971,0.996125301,0.737166255,1.734708796,1.185247006,-0.706290217,-0.111200034,0.105753133,0.541638188,-0.054481899,-0.149788596,0.27947326,-0.105431036,0.024512346,0.009371623,1,0
139391,1.985155728,-0.392347892,-0.282886615,0.495525061,-0.733609859,-0.531521697,-0.583942575,-0.069714654,1.442192789,-0.172446558,-1.077157411,0.568799486,0.38743934,-0.255868247,0.457434939,0.103940816,-0.564803262,0.213376489,-0.180156705,-0.201176639,0.187199296,0.811942826,0.097998562,-0.078251031,-0.069078987,-0.206896489,0.043178805,-0.037204133,9.99,0
139392,1.905428867,0.549222036,-0.451860063,3.585618685,0.384896121,0.07703512,0.043255048,0.037815671,-0.909649263,1.470649047,-1.114987804,-0.633650383,-0.619848352,0.461485062,0.030639897,1.373191165,-1.019327931,-0.607916075,-1.456304831,-0.278006924,-0.45533709,-1.539025837,0.598152741,0.573152948,-0.657278652,-0.669522166,-0.036107321,-0.022908742,14.99,0
139392,-0.986340963,0.716497157,-1.178012761,-1.39003944,1.563152664,3.905291236,-1.098825454,1.996827874,0.086519179,-1.598603031,-0.209710532,0.066546332,-0.019182922,-0.898700244,0.823790143,1.249627103,0.487757854,0.667704545,-0.81862271,-0.247206307,0.105689958,-0.028453064,0.218457573,0.603703366,-0.652089321,0.303028105,-0.240334703,-0.089459734,51.76,0
139393,1.922678578,1.239571431,-1.658567591,4.144046034,1.035211263,-0.729715124,0.492981985,-0.197095677,-1.1398756,0.298373246,-0.397245179,-0.481611635,0.259003524,-2.592438193,-0.639787865,1.687249086,1.339414661,0.38698042,-1.688564925,-0.197379295,-0.432660383,-1.181110027,0.293816756,-0.418622874,-0.220580637,-0.335205771,-5.25E-05,0.016537352,0.9,0
139393,-1.328206116,1.551845445,-0.230036369,-1.133390354,0.77815512,-0.516180928,0.788983913,0.368584356,-0.525571943,-0.941476269,0.973309966,0.714122616,-0.099381067,-0.593341414,-1.191028021,0.65958528,0.211195607,0.135990202,-0.456193644,-0.149121165,-0.186506407,-0.748695897,-0.065165051,0.605859718,-0.157059264,0.032049379,-0.238714044,0.139548346,14.99,0
139393,-0.445915022,1.653262139,-1.130753678,0.708828958,1.020878675,0.428380416,0.440540375,-3.92090303,-1.308162591,-0.020365738,0.884273249,0.899986551,-0.027595888,1.156139978,-0.463109734,-0.601008252,-0.323099414,0.280525225,0.556577069,0.391539217,-0.208218466,1.267286016,-0.146975072,0.721932572,-1.006180126,-0.628489419,0.214565369,0.06319253,121.99,0
139393,-0.280934153,-0.208454334,0.89218283,0.265194339,0.228653577,-0.815847322,0.87083359,-0.299673095,0.437334071,-0.353505206,-0.767528531,0.385164949,0.569614571,-0.362102097,-0.235592084,0.391966905,-1.159727357,0.203203628,-1.826521809,0.144288909,0.542261582,1.54424294,0.538507958,0.326567179,-1.653575919,-1.017942817,0.173009756,0.146425664,136,0
139393,0.014538124,1.06650504,-0.995281655,-1.178622088,1.417714278,-1.399011863,1.702542462,-0.463870171,-0.346011049,-0.472339377,-1.534253262,-0.370295349,-0.21109961,0.693135182,-0.123592985,-0.464175208,-0.646925467,-0.152187072,0.12515043,-0.053063675,0.202454307,0.794506497,-0.329085421,-0.601845047,-0.217484101,0.129098962,0.393310313,0.262228371,3.7,0
139395,1.976731908,-0.168340695,-0.893645724,0.129114259,-0.248951926,-0.384226564,-0.549232954,0.092132278,1.052959828,-0.54396744,0.97665703,0.842320077,-0.031495771,-1.106035812,0.185322696,0.862815458,0.114120549,0.805095942,0.2177026,-0.170959406,-0.233364277,-0.526912572,0.319215801,-0.598930573,-0.492475518,-0.272362517,0.023813229,-0.02468681,1.6,0
139395,2.037365505,0.104149953,-1.806654463,0.234731431,0.647067871,-0.373997521,0.115787442,-0.096582758,0.189829919,-0.225084647,0.938131661,0.962028409,0.454267956,-0.747555783,-0.518792746,0.580463646,0.091318466,0.234231189,0.448469016,-0.09153725,-0.322550621,-0.856525624,0.278471939,0.197739155,-0.237489572,0.17025555,-0.065703361,-0.041293327,9.99,0
139396,0.094125615,0.837066487,-0.284057965,-1.076107104,1.311298293,0.254491809,0.874181802,0.066031726,-0.346156136,-0.267308053,-0.093371763,0.791838198,0.818026526,0.093068227,-1.055815176,0.412962989,-1.114626103,0.050398879,0.61954808,0.077284145,-0.278946473,-0.658048866,-0.052666171,-0.339663916,-0.334375695,0.15121859,0.242105783,0.084610277,1.78,0
139396,2.135591418,-1.337465512,-2.23680758,-1.605220241,-0.382306909,-1.184928649,-0.006177406,-0.618377398,-2.159603217,1.628077771,-0.742413104,-0.431419311,1.479833219,-0.019651305,-0.218744564,-0.970570165,0.462566207,-0.406729704,-0.100304772,-0.080887079,0.014706314,0.224402488,-0.047736894,0.707318588,0.269398202,-0.034244844,-0.071215474,-0.041110654,149,0
139396,-0.417696773,0.820542335,1.198816748,0.979214036,0.330984666,0.463215388,0.309398762,0.277758293,0.221219256,0.033138559,-0.027319206,0.694465228,-0.65992526,-0.078012573,-1.588132082,-0.663940554,-0.021149245,-0.036966437,1.540600366,0.025633764,-0.414046537,-0.881267738,0.095918209,-0.478285699,-0.780705573,-0.996042442,0.370466389,0.268638355,1.79,0
139396,-4.469376723,4.0276616,-3.010044512,-3.798315871,4.002623766,2.694478545,2.954663342,-1.365944472,5.492659454,9.047061717,1.345464592,-0.905562804,-0.77353285,-2.997161233,0.940880289,-2.164939477,-1.826496616,-1.173874567,-0.876756723,3.637443275,-1.111537706,0.698342257,-0.403805003,0.663637752,0.511996875,-0.23945187,-0.294598314,-2.099527258,0.92,0
139397,1.29599415,-1.470334651,-1.890752369,0.319385505,0.350435478,1.009575839,0.180086855,0.283893628,0.596483307,-0.005563961,0.627475801,0.212051541,-1.804619278,0.924944995,0.128181192,-0.624154079,0.273114863,-1.24421559,-0.426516235,0.262659562,0.020555493,-0.533356922,0.007934851,-1.649848502,-0.537563739,0.359174696,-0.102526079,-0.036956938,333.49,0
139397,2.124761152,-0.048436581,-2.068103433,0.186766882,0.803614851,-0.491408738,0.439917686,-0.3069514,0.401001122,0.088768898,-1.469790739,0.137522411,0.101919017,0.345771886,-0.312307994,-0.397629324,-0.299919495,-0.679363198,0.401394227,-0.169864819,-0.075756149,-0.04472898,0.024624006,0.087854329,0.276675444,0.572287819,-0.100382441,-0.075856392,12.95,0
139397,-0.840340618,0.162880779,1.225854905,0.80704389,-0.631203719,0.988680482,0.905711225,0.367672991,-0.195169882,-0.14910254,0.45824258,-0.533021119,-1.66111386,0.506403339,0.660761101,0.268718879,-0.553563356,1.378190675,0.44614705,0.596081471,0.417671595,0.859855975,0.323744203,0.624975841,0.003968222,-0.406304228,0.342592724,0.226498858,250,0
139397,1.876310231,-0.279450502,-0.425965108,1.38001766,-0.185287674,0.423620055,-0.449188154,0.272372427,1.018759212,0.163203056,0.316635067,0.999670923,-1.052440531,0.076633063,-1.742126762,-0.231955222,-0.212894441,-0.355087932,0.434482167,-0.294822768,-0.475440261,-1.19124548,0.47458956,0.597773628,-0.377521173,-1.153592262,0.042791113,-0.03399143,14.9,0
139398,-0.261598731,0.720795428,0.10578038,-0.793695415,0.753457652,-0.33186252,1.126433016,-0.012725944,-0.387989696,-0.331421826,0.656777321,0.846860377,0.015205221,0.291455543,-1.404998959,-0.096287917,-0.584463154,-0.215316579,0.312468487,0.119162648,-0.080489206,-0.15014463,0.183047569,0.775133769,-0.819783718,0.095784153,0.370220469,0.273356727,48.77,0
139398,0.242154144,0.035974645,0.623217934,-2.059166276,-0.468518348,-1.037540903,0.311211094,-0.078268057,1.495976435,-1.45572724,-0.811220876,0.192349285,-0.608295005,0.103203694,1.081383461,-0.583278568,-0.15379842,-0.047870743,0.983458533,-0.109012906,-0.102741735,-0.176362893,0.254187953,-0.047527261,-1.085511052,-0.610666847,0.165816843,0.121594598,25.5,0
